produto_id_inexistente,arquivos,bytes
40854,6,321510
40855,1,93259
40860,7,374659
40867,6,2010247
40887,6,471257
40890,6,365227
40893,6,388952
40979,4,159485
40981,4,885986
40983,3,485056
40984,4,159485
40985,4,159485
41087,3,516975
41162,5,244065
41222,5,193526
41223,3,142300
41225,5,193526
41236,4,214960
41238,8,293442
41319,10,191473
41322,8,272327
41334,1,20638
41472,7,2083462
41474,3,1048790
41480,3,1068562
41481,6,2383173
41483,6,2133428
41484,6,1042258
41542,3,207510
41543,3,201107
41548,3,139299
41549,4,288495
41558,6,391528
41560,4,808032
41561,4,768159
41562,4,1360351
41564,5,1424060
41651,12,853036
41653,6,254332
41679,5,289153
41688,3,168472
41689,3,164710
41690,3,164710
41692,4,219953
41693,3,164710
41695,5,281784
41711,4,264071
41722,3,133678
41723,4,1256447
41724,4,236473
41729,3,133678
41730,4,1263435
41731,3,133678
41734,6,470535
41735,4,300735
41737,3,52518
41738,4,129017
41740,4,108833
41742,3,99250
41743,4,108833
41744,4,108833
41745,4,144055
41746,5,188860
41747,4,108833
41748,4,144055
41749,4,108833
41750,4,99297
41753,4,1498154
41754,4,241424
41761,4,226257
41763,3,140892
41764,8,294215
41782,3,84726
41784,3,134154
41793,3,148518
41797,3,52480
41799,7,398897
41800,7,402760
41822,10,685744
41828,3,152770
41829,3,152770
41831,3,152770
41833,3,138682
41834,3,138682
41836,6,332938
41839,3,138682
41930,3,876617
41935,5,723255
41944,4,110338
41979,1,47091
4199,1,176014
42008,8,1427794
42012,1,471519
42025,5,454243
42029,6,484660
42032,6,330734
42035,1,441441
42036,1,546960
42045,1,254283
42048,6,481935
42049,4,1307160
42052,5,390000
42054,5,241302
42056,4,501944
42057,5,314417
42061,5,1389133
42067,3,910085
42095,1,305443
42096,1,268760
42100,1,51262
42104,5,1711612
42114,3,247033
42120,4,217010
42121,4,237923
42123,5,842033
42129,3,223477
42144,5,255386
42150,2,233542
42198,2,73706
42208,4,282359
42218,3,267553
42253,4,199140
42256,3,206278
42283,9,592998
42287,5,548291
42288,6,1524150
42291,4,284122
42321,6,499682
42330,6,793524
42332,1,317085
42346,2,974205
42347,1,74074
42381,4,558005
42399,6,358439
42405,5,250216
42409,4,221748
42411,6,1506048
42418,6,570866
42440,6,379120
42447,3,1398738
42458,3,188258
42467,5,200564
42504,7,1554538
42505,7,1577560
42507,5,1475208
42525,4,759769
42531,6,1650534
42533,5,1456962
42534,5,1607527
42537,6,1350178
42538,5,244250
42539,6,310449
42540,3,94729
42541,3,493595
42564,1,69234
42576,3,110089
42578,6,196980
42580,8,589689
42672,4,233690
42708,3,267682
42716,5,458319
42748,4,1455758
42803,5,555134
42815,8,779117
42841,4,177461
42870,3,136186
42893,4,156851
42894,1,432774
42896,1,432774
42900,1,432774
42901,3,219028
42905,3,119039
42916,1,432774
42919,1,432774
42920,3,516517
42921,3,139821
42922,4,182602
42923,3,139821
42925,2,97040
42926,3,139821
42927,4,182602
42931,4,182602
42950,1,33794
43040,4,133506
43053,3,157454
43079,3,157454
43098,3,157454
43108,4,197844
43121,3,157454
43141,3,157454
43150,3,95217
43151,3,95217
43160,3,95217
43167,3,95217
43178,3,95217
43185,3,95217
43214,3,95217
43224,3,131286
43236,3,119039
43240,3,119039
43244,3,157454
43256,3,119039
43257,3,157454
43264,4,200523
43268,3,177937
43278,3,95217
43287,4,125692
43291,3,95217
43297,3,95217
43304,3,95217
43311,1,432774
43315,4,128041
43319,1,432774
43322,1,432774
43474,5,1423789
4353,1,265701
43542,9,328691
43546,5,162853
43555,6,322036
43577,3,227754
43597,5,415425
43602,4,328132
43611,12,1097390
43614,4,298199
43650,2,181605
43669,5,359881
43670,1,104534
43698,1,100216
43709,3,297499
43711,6,467942
43714,7,545798
43715,4,244333
43719,6,539770
43721,7,642859
43750,4,276520
43751,8,722469
43777,3,261364
43806,6,182114
43807,7,807178
43811,6,334944
43812,5,378613
43820,5,438706
43824,5,375718
43845,7,543843
43862,3,269492
43881,5,1277046
43882,3,698396
43925,3,99787
43927,3,107129
43953,5,342042
43955,5,582012
43956,5,187022
43957,6,644168
43958,6,416473
43960,4,364459
43961,11,1040084
43964,11,973311
43973,4,127743
43985,5,100885
43989,4,162613
43991,6,1358272
43992,5,1272317
43993,6,1291803
44423,3,241011
44460,4,134200
44663,13,860828
44734,3,422349
44749,5,245333
44859,4,116994
45046,4,151984
45049,4,151984
45104,4,133135
45121,3,48011
45124,5,126336
45144,4,135902
45155,5,220635
45158,5,247944
45172,5,254156
45173,4,179602
45187,5,238685
45200,3,206694
45203,4,193757
45396,7,280934
45417,6,263266
45484,3,375958
45486,3,335340
45511,4,363128
45542,5,185792
45611,1,30101
45654,1,24158
45675,4,114195
45689,3,219657
45740,9,3592520
45755,6,1828178
45767,9,3590475
45773,8,2410853
45788,8,3275993
45796,6,1871517
45807,8,2410853
45814,3,84364
45829,1,16133
45840,4,345833
45842,1,24353
45844,1,24353
45865,5,1859417
45878,6,2268249
45880,1,18661
45905,6,2253227
45910,1,18661
45930,3,73883
45939,4,191430
46022,7,494389
46106,3,67717
46109,1,17247
46113,3,54185
46123,3,47759
46127,3,60531
46146,3,65739
46165,3,48291
46171,3,54930
46172,3,69305
46188,3,81196
46249,3,82680
46262,3,54930
46267,4,206630
46290,1,16605
46301,5,604295
46304,5,1655018
46349,2,79115
46357,3,126402
46398,3,974727
46399,3,974727
46423,3,2265761
46593,8,580129
46654,11,1303952
46655,8,886200
46679,4,161008
46709,6,269149
46838,8,552627
46906,3,237568
47027,3,396337
47145,3,198272
47172,3,205365
47180,3,120869
47182,2,154787
47185,3,326055
47191,5,269994
47195,2,39564
47197,2,61844
47202,6,417160
47204,2,68396
47206,2,58115
47211,7,462788
47214,2,61581
47215,3,276601
47216,2,43260
47217,12,791954
47218,3,298202
47221,4,203622
47258,7,429838
47261,4,173087
47263,4,82010
47270,4,163535
47278,3,98130
47295,2,63285
47303,3,89600
47354,4,500058
47378,5,152661
47389,4,182270
47390,3,78152
47391,4,73481
47404,1,22484
47468,1,25013
47969,2,35310
48184,8,785187
48187,2,181800
48198,2,121608
48242,4,180621
48244,4,745402
48303,2,551507
48332,2,572046
48336,2,572046
48343,3,199153
48344,3,199153
48346,3,146093
48348,3,146093
48630,4,231289
48633,4,231289
48634,5,430100
48637,8,491695
48647,9,2517065
48653,2,150326
48659,2,108514
48660,3,189128
48665,10,845383
48749,4,120349
48753,3,73799
48864,3,74034
48866,3,64122
48872,3,86033
48878,3,86033
48953,3,57292
48964,10,977368
49049,6,445474
49066,12,801452
49067,8,1420888
49081,12,953311
49155,4,135634
49159,4,125868
49163,5,168114
49165,5,168114
49219,6,168333
49269,4,142816
49294,4,87784
49312,4,108399
49313,4,108399
49315,5,136064
49339,3,76693
49346,9,695715
49349,9,639398
49374,11,1210997
49459,10,1045184
49460,17,3613198
49464,7,754552
49535,2,61121
49537,2,62154
49539,4,273784
49584,3,77004
49617,4,281571
49636,3,336833
49672,2,214852
49678,6,334324
5,5,412965
5004,3,621302
50537,3,118841
507,6,364649
51205,4,197754
51342,5,349954
51422,5,378142
51424,4,260155
51425,1,65881
51442,4,987905
51443,7,472823
51459,9,691775
51522,13,1069822
51525,7,800024
51526,11,4837084
51529,8,725630
51538,9,837238
51549,5,253025
51630,8,569787
51655,4,185553
51763,5,73922
51809,7,366520
51820,1,43591
51826,7,403983
51827,1,165422
51832,4,181253
51838,5,353215
51855,5,349417
51859,1,42019
51892,2,88210
51893,2,88210
51895,2,111353
51896,2,111353
51944,3,216018
51946,4,231767
51978,3,235026
52076,10,572977
52217,4,216482
52402,4,354637
52407,4,217359
52416,5,622291
52421,5,231712
52454,6,391504
52455,5,328713
52459,10,526958
52573,5,272616
53053,3,895948
53343,5,198503
53344,4,72032
53394,3,67186
53397,3,126605
5346,1,418050
53496,3,164317
53503,3,118886
53630,4,457211
53650,8,658820
53662,5,493879
53780,6,602553
53873,8,396460
54363,3,157673
54392,2,47534
54529,8,361912
54691,2,173588
54701,1,32272
54709,1,37869
54765,3,331190
54812,6,1265411
54814,5,326179
54815,5,131015
54820,3,92409
54822,4,70320
54918,6,318282
54963,7,296783
55054,4,381867
55230,4,122608
55262,4,157812
55277,3,383679
55293,10,1652311
55296,13,2888497
55309,4,231265
55310,3,80109
55313,4,384601
55321,4,290874
55480,5,1294417
55566,2,88578
55567,2,88578
55568,2,81788
55569,2,79364
55573,2,66770
55602,3,103564
55621,6,279397
55636,9,440496
55653,5,267391
55654,7,625757
55655,5,297044
55718,2,107930
55720,2,77293
56074,5,164814
56118,1,26906
56123,4,103267
56125,5,146866
56128,3,76394
56129,2,61114
56148,1,47935
56241,4,76457
56242,4,76457
56243,4,76457
56247,4,76457
56254,5,207068
56255,5,481497
56256,5,207068
56268,5,207068
56275,5,207068
56285,5,108922
56288,5,545777
56289,5,1243257
56291,6,812467
56332,4,124363
56367,4,489373
56377,3,377218
56381,3,377218
56411,6,665427
56415,4,151372
56434,3,162204
56440,4,1223953
56441,4,205967
56606,9,770359
56607,8,628914
56608,7,870900
5661,3,304436
56633,9,713995
56719,7,953768
56740,3,1048548
56748,3,1048548
56750,1,17120
56751,3,1048548
56761,2,68695
56767,3,1048548
56783,2,76408
56788,3,164965
56809,3,149073
56810,2,86905
56821,3,1048548
56824,2,93425
56826,3,1048548
56837,1,32179
56859,3,1048548
56869,1,36882
56875,2,108701
56907,3,133358
56909,3,1048548
57071,3,41000
57075,3,41000
57081,3,50602
57123,10,649200
57130,7,623819
57223,4,151984
57225,4,151984
57227,5,186336
57228,4,151984
57229,4,151984
57231,4,151984
57233,4,151984
57287,5,360485
57347,7,348567
57379,9,896746
57475,3,129696
57552,10,607395
57553,7,3051782
57567,5,311616
57573,8,751504
57590,3,70553
57591,5,1459127
57592,5,355253
57593,5,354496
57594,5,1162284
57595,5,1180441
57597,5,1041319
57598,4,847044
57599,4,847044
57600,4,847044
57606,4,847044
57609,4,247809
57611,5,299231
57612,4,247809
57615,4,247809
57616,4,247809
57617,4,247809
57618,4,247809
57619,5,115263
57620,4,88042
57621,5,115263
57622,5,115263
57623,5,115263
57624,5,115263
57625,5,115263
57626,5,115263
57628,1,31766
57629,1,31766
57630,1,31766
57631,1,31766
57632,1,31766
57776,1,36331
57886,3,51564
58147,6,2364849
58152,5,2226067
58155,7,1796870
58158,5,2222105
58159,5,1861875
58161,5,2221189
58166,5,1942722
58173,5,2227975
58176,5,2223834
58180,5,2221983
58186,5,2402394
58200,5,1867268
58201,5,2226734
58209,5,2076925
58215,5,1940608
58222,5,1959593
58234,5,1959759
58236,5,1933625
58239,4,132290
58246,5,1950388
58252,5,1959107
58254,4,131290
58258,5,827824
58259,5,2419769
58268,5,975717
58273,5,2083625
58278,5,975717
58284,5,2074699
58296,5,2077947
58297,5,2403692
58302,3,179477
58304,2,76143
58311,5,2415633
58317,5,2080334
58323,5,975717
58324,5,1300816
58333,5,2081633
58334,5,2236057
58339,5,2079925
58340,4,151856
58342,5,2078127
58343,3,116092
58345,5,2401682
58347,5,2414717
58351,5,2399669
58352,5,2077570
58356,5,2475734
58357,4,174106
58362,3,97162
58363,5,1934208
58365,5,2405036
58373,5,1929642
58375,4,132290
58380,5,1300816
58381,6,2323526
58390,5,2492440
58391,5,2076151
58393,4,151856
58396,5,1582385
58399,5,1568795
58400,5,1581951
58406,5,1584843
58410,5,1675358
58415,5,1457512
58417,5,1420839
58425,5,1578245
58429,6,1641423
58434,5,1577088
58437,5,165335
58438,6,1436553
58441,4,131290
58442,5,1583431
58445,5,1457879
58459,5,1463886
58463,5,1396030
58465,4,132290
58563,4,145514
58568,4,145514
58571,4,145025
58573,5,278325
58618,1,41318
58752,1,36331
58754,1,36331
58756,5,112059
58758,1,36331
58759,1,36331
58760,1,30582
58761,1,45452
58764,1,36331
58765,1,28812
58766,2,142417
58771,1,45028
58777,1,39803
58780,2,142417
58781,4,98620
58783,4,77991
58787,7,292209
58790,5,104405
58793,5,152721
58796,4,85383
58797,5,110951
58800,1,36331
58805,5,1216931
58806,1,22916
58808,1,38941
58809,1,38941
58810,1,38941
58814,1,38941
58816,1,38941
58817,1,22916
58858,1,140947
58880,5,1495424
58884,5,1887273
58888,5,1499229
58889,5,1491073
58892,13,901226
58900,5,1870248
58906,5,1503701
58909,5,1597396
58912,5,2209223
58913,5,1496146
58919,5,1502217
58922,5,1504092
58929,5,2766088
58931,5,2116399
58933,6,1314013
58934,6,2047279
58945,5,947152
58951,4,119975
58956,5,1025803
58957,5,2127792
58967,5,1025803
58974,4,197439
58979,5,1025803
58981,5,2126817
58982,3,172531
58983,5,2668776
58984,5,1606271
58987,5,132294
58991,4,119975
58992,5,2190783
58994,3,172934
58995,5,203369
58998,4,112493
59000,5,1025803
59004,3,172934
59015,5,2151158
59020,4,112493
59021,4,157065
59022,5,1530846
59028,4,112493
59031,4,157065
59033,5,1295388
59034,5,1571981
59038,1,21376
59042,6,2286682
59043,5,1512113
59045,5,1403091
59046,6,1537978
59049,3,172934
59057,5,2095717
59058,5,2126711
59065,5,2082999
59070,6,2287269
59081,5,2085308
59087,6,1436007
59088,3,91211
59090,6,1435518
59092,7,1474265
59095,6,1368089
59096,5,1230191
59100,4,112493
59101,3,173354
59103,6,1352724
59109,5,1220907
59119,6,1454103
59120,5,1261718
59124,5,1240743
59131,5,1284359
59135,5,1233492
59138,5,1219821
59141,4,1240592
59144,6,1360933
59149,6,352156
59152,5,1223574
59154,5,1237544
59162,6,1282219
59163,4,75980
59166,4,119975
59169,5,1326115
59172,3,173354
59180,3,172934
59181,6,1279495
59186,4,157065
59189,4,156140
59192,5,1276963
59200,5,1438254
59201,5,1395127
59210,5,1285998
59254,4,905390
59256,4,905390
59258,3,173354
59262,3,673907
59271,5,1247935
59331,4,77150
59332,4,99531
59333,4,92394
59336,4,67128
59424,3,171554
59428,4,99251
59429,4,99251
59436,4,190077
59440,4,91528
59448,4,193888
59453,4,193888
59457,5,196523
59464,4,193888
59469,4,193888
59480,5,125658
59486,4,193888
59519,5,2081395
59533,4,86693
59611,3,39695
59617,3,125224
59682,5,145944
59712,2,526860
59861,5,164461
59902,5,227111
59941,3,207637
59992,3,81891
6,2,88420
60053,4,105469
60058,6,250688
60061,4,105469
60073,4,53160
60086,5,72895
60093,4,59938
60097,4,59938
60099,5,1249977
60100,4,59938
60103,4,59938
60184,4,53608
60188,3,39709
60192,5,154360
60197,3,39709
60379,4,216028
60604,1,14196
60658,4,102902
60688,3,101689
60722,10,824436
60727,9,614340
60734,4,401770
60735,4,353367
60736,3,245564
60737,3,384972
60739,4,169092
60761,1,40874
60766,3,203063
60907,7,741584
60945,4,143561
60951,6,1975371
60967,5,855241
60973,3,108102
60975,3,102642
60976,3,105639
60977,3,105436
60979,3,102337
60980,3,183984
60982,3,111350
60984,3,100275
60985,3,103817
60987,5,345008
61014,6,233429
61019,3,117355
61021,3,117355
61027,3,117355
61033,4,541867
61041,4,466134
61128,1,24926
61132,5,237251
61181,3,923215
61182,3,923215
61184,5,1017605
61186,5,970090
61187,5,1458118
61189,5,1018203
61192,5,1012500
61194,5,1017342
61217,4,193368
61218,4,193368
61313,3,100188
61383,7,1371456
61398,7,284373
61527,4,130028
61528,5,423616
61529,5,423616
61549,8,206777
61551,6,143366
61556,3,60256
61564,7,386721
61587,5,261982
61590,4,94111
61680,6,301097
61682,2,347673
61683,2,283876
61753,8,706225
61771,7,881976
61776,7,301717
61794,3,243894
61807,5,192025
61808,5,200447
61809,6,242662
61812,3,1211028
61830,3,723384
61835,5,2223044
61841,3,798363
61852,4,187716
61856,5,192853
61863,5,2898362
61879,4,222174
61882,6,351952
61884,6,282685
61926,6,1501794
61927,5,907916
61934,7,3083540
61935,4,204679
61968,3,90123
61982,8,326196
61984,7,790748
62035,13,1221229
62046,7,672728
62116,1,106259
62131,3,204555
62158,3,104317
62249,3,100279
62329,7,740459
6365,2,574683
6777,3,289598
6806,3,193477
6924,3,482181
6947,3,402264
6957,3,402159
7,1,49339
7045,3,402230
7047,2,219540
7066,3,401881
7073,3,402131
7084,3,402172
712,1,169334
7125,3,401670
7179,3,402152
7181,3,402189
7206,3,402084
7244,3,543074
7259,1,120755
7263,1,120627
7272,1,120725
7279,1,120714
7287,1,120712
7317,3,193115
7394,3,200612
7397,3,199219
7399,3,199218
7402,3,199137
7404,3,199072
7678,3,342215
7679,3,341694
7759,3,451828
7843,3,342368
8272,1,100550
8287,3,142724
8292,2,144084
8451,2,172392
8457,3,142470
8460,3,201386
8900,1,61368
8946,1,73081
9012,1,149753
9105,1,135136
9134,1,595875
9389,1,293026
9590,1,1179261
9603,1,428978
9626,2,1200645
9628,3,308696
9721,1,46822
990,2,228468
9982,6,260700
9988,6,261499
9998,3,134684
