id,sku,nome,ativo,grupo
63051,247045-0,Broca Aço Rápido Cônica 1.1/8,1,FER
63052,260052-0,"Broca Aço Rápido Cônica 32,00mm",1,FER
63053,288956-0,Broca Aço Rápido Cônica 1.1/16,1,FER
63054,266549-0,"Broca Aço Rápido Titanio 16,00mm -A00216.0",1,FER
63055,258608-0,"Broca Aço Rápido 18,50MM",1,FER
63056,255701-0,"Broca Aço Rápido Titânio 10,00MM",1,FER
63057,258585-0,"Broca Aço Rápido Titanio 14,00mm -A00214.0",1,FER
63058,263320-0,"Broca Aço Rápido Titânio 11,00MM",1,FER
63059,255702-0,"Broca Aço Rápido Titânio 2,00MM",1,FER
63060,255703-0,"Broca Aço Rápido Titânio 2,50MM",1,FER
63061,255695-0,Broca Aço Rápido Titânio 3/16,1,FER
63062,255706-0,"Broca Aço Rápido Titânio 3,50MM",1,FER
63063,255712-0,Broca Aço Rápido Titânio 5/32,1,FER
63064,255710-0,"Broca Aço Rápido Titânio 4,50MM",1,FER
63065,255722-0,"Broca Aço Rápido Titânio 5,00MM",1,FER
63066,255724-0,"Broca Aço Rápido Titânio 5,50MM",1,FER
63067,255727-0,"Broca Aço Rápido Titânio 7,00MM",1,FER
63068,255711-0,"Broca Aço Rápido Titânio 6,00MM",1,FER
63069,255725-0,"Broca Aço Rápido Titânio 6,50MM",1,FER
63070,244591-0,"Broca Aço Rápido 7/16 (Ref A1547/16B, DORMER)",1,FER
63071,255728-0,"Broca Aço Rápido Titânio 7,50MM",1,FER
63072,255716-0,Broca Aço Rápido 7/64,1,FER
63073,255729-0,"Broca Aço Rápido Titânio 8,00MM",1,FER
63074,255718-0,Broca Aço Rápido 9/16,1,FER
63075,255709-0,"Broca Aço Rápido Titânio 9,00MM",1,FER
63076,255708-0,"Broca Aço Rápido Titânio 9,50MM",1,FER
63077,255719-0,Broca Aço Rápido 9/64,1,FER
63078,255671-0,"Broca Aço Rápido 1/2 (Ref A1541/2B, DORMER)",1,FER
63079,335713-0,Broca Autocentrante Titânio 1/4 - HT HANSA,1,FER
63080,255689-0,Broca Aço Rápido Titânio 1/4,1,FER
63081,255690-0,Broca Aço Rápido Titânio 1/8,1,FER
63082,255693-0,Broca Aço Rápido (Ref 13/64),1,FER
63083,255691-0,Broca Aço Rápido (Ref 11/32),1,FER
63084,257307-0,Broca Aço Rápido (Ref 15/64),1,FER
63085,335709-0,Broca Autocentrante 3/16 Titânio,1,FER
63086,244589-0,"Broca Aço Rápido 3/8 (Ref A1543/8B, DORMER)",1,FER
63087,255698-0,Broca Aço Rápido Titânio 3/8,1,FER
63088,244593-0,"Broca Aço Rápido 5/8 (Ref A1545/8B, DORMER)",1,FER
63089,255707-0,"Broca Aço Rápido 5/32 (Ref A1545/32B, DORMER)",1,FER
63090,244592-0,"Broca Aço Rápido 7/32 (Ref A1547/32B, DORMER)",1,FER
63091,257324-0,Broca Aço Rápido 9/32,1,FER
63092,245452-0,"Broca Aço Rápido 10,00MM",1,FER
63093,245454-0,"Broca Aço Rápido 12,50MM",1,FER
63094,69665-0,"Broca Aço Rápido 3,50MM",1,FER
63095,245453-0,"Broca Aço Rápido 11,00MM",1,FER
63096,245451-0,"Broca Aço Rápido 10,50MM",1,FER
63097,255598-0,"Broca Aço Rápido 13,50MM",1,FER
63098,255587-0,"Broca Aço Rápido 11,50MM",1,FER
63099,255602-0,"Broca Aço Rápido 14,50MM",1,FER
63100,245456-0,"Broca Aço Rápido 14,00MM",1,FER
63101,245457-0,"Broca Aço Rápido 15,00MM",1,FER
63102,255605-0,"Broca Aço Rápido 15,50MM",1,FER
63103,245458-0,"Broca Aço Rápido 16,00MM",1,FER
63104,245467-0,"Broca Aço Rápido 2,50MM",1,FER
63105,245468-0,"Broca Aço Rápido 3,00MM",1,FER
63106,72033-0,"Broca Aço Rápido 5,00MM",1,FER
63107,247633-0,Broca Autocentrante Titanio 1/8 HT -HANSA-37996,1,FER
63108,258583-0,"Broca Aço Rápido Titânio 10,50MM",1,FER
63109,266515-0,"Broca Aço Rápido Titânio 11,50MM",1,FER
63110,258584-0,"Broca Aço Rápido Titânio 12,00MM",1,FER
63111,266544-0,"Broca Aço Rápido Titanio 15,00mm -A00215.0",1,FER
63112,238881-0,"Broca Aço Rápido 19,00MM",1,FER
63113,258609-0,"Broca Aço Rápido 19,50MM",1,FER
63114,266718-0,"Broca Aço Rápido 21,00MM",1,FER
63115,266392-0,"Broca Aço Rápido 22,00MM",1,FER
63116,266493-1,"Broca Aço Rápido Titânio 1,00MM",1,FER
63117,266504-0,Broca Aço Rápido Titânio 1/2,1,FER
63118,262855-0,"Broca Aço Rápido Titânio 12,50MM",1,FER
63119,266305-0,"Broca Aço Rápido Titanio 13,50mm",1,FER
63120,266171-0,"Broca Aço Rápido Titanio 14,50mm -A00214.5",1,FER
63121,266541-0,Broca Aço Rápido Titânio (Ref 13/64),1,FER
63122,257313-0,Broca Aço Rápido (Ref 23/64),1,FER
63123,266592-0,Broca Aço Rápido Titânio 5/16,1,FER
63124,257323-0,Broca Aço Rápido 5/64,1,FER
63125,266596-0,"Broca Aço Rápido Cônica 10,50 X 168mm",1,FER
63126,258586-0,"Broca Aço Rápido Titânio 8,50MM",1,FER
63127,266628-0,Broca Aço Rápido Titânio 9/64,1,FER
63128,257305-0,Broca Aço Rápido (Ref 13/32),1,FER
63129,257309-0,Broca Aço Rápido (Ref 17/64),1,FER
63130,247637-0,"Broca Autocentrante 12,00mm Titânio",1,FER
63131,247636-0,"Broca Autocentrante 11,00mm Titânio",1,FER
63132,335605-0,"Broca Autocentrante Titanio 3,00mm HT -HANSA-37982",1,FER
63133,335610-0,Broca Autocentrante Titanio 3.50mm HT -HANSA-37983,1,FER
63134,335615-0,"Broca Autocentrante Titanio 3,5mm HT -HANSA-37984",1,FER
63135,335620-0,"Broca Autocentrante Titanio 4,00mm HT -HANSA-37985",1,FER
63136,335630-0,"Broca Autocentrante Titanio 5,50mm",1,FER
63137,335635-0,"Broca Autocentrante Titanio 6,00mm -37988",1,FER
63138,335640-0,"Broca Autocentrante Titanio 6,50mm",1,FER
63139,335645-0,"Brocas Autocentrante Titanio 6,50mm",1,FER
63140,335650-0,"Broca Autocentrante Titânio 7,50mm",1,FER
63141,335655-0,"Broca Autocentrante Titânio 8,00mm",1,FER
63142,247639-0,"Broca Autocentrante Titânio 9,00mm",1,FER
63143,335660-0,"Broca Autocentrante Titânio 8,50mm",1,PAR
63144,247638-0,"Broca Autocentrante Titânio 9,50mm",1,FER
63145,335705-0,Broca Autocentrante Titanio 1/2 HT -HANSA-38023,1,FER
63146,247642-0,"Broca Autocentrante 13,00mm Titânio",1,FER
63147,335708-0,Broca Autocentrante Titanio 10mm HT -HANSA-38026,1,FER
63148,335721-0,Broca Autocentrante Titanio 3/8 -38039,1,FER
63149,335707-0,Broca Autocentrante Titanio 5/32 -38025,1,FER
63150,3278-0,"Broca para Concreto com Ponta de Metal Duro 9/16"" X 150mm -IW989",1,FER
63151,3279-0,"Broca para Concreto com Ponta de Metal Duro 5/8"" 150mm -IW990",1,FER
63152,3282-0,"Broca para Concreto 1""x160mm",1,FER
63153,3291-0,"Broca para Concreto Extra Longa 13mm X 1/2"" X 330mm -IW943",1,FER
63154,3293-0,"Broca para Concreto Extra Longa 5/8""x330mm",1,FER
63155,3294-0,Broca para Concreto Extra Longa 7/8 X 300 mm,1,FER
63156,3289-0,"Broca para Concreto Extra Longa 5/16"" 8x330mm",1,FER
63157,3200-0,Broca Longa para Mourão 1/2,1,PAR
63158,3195-0,Broca Longa para Mourão 1/4,1,FER
63159,3197-0,Broca para Fibrocimento e Mourão 5/16”x280mm,1,PAR
63160,3199-0,Brocas para Fibrocimento e Mourão 7/16 Pol.,1,FER
63161,12-0,Broca 3 Pontas para Madeira de 14mm X 160mm,1,FER
63162,141038-0,"Broca Aço Rápido 1/4 (Ref 33846, HANSATECNICA)",1,FER
63163,237300-0,"Broca Aço Rápido 1/4 (Ref A1541/4B, DORMER)",1,FER
63164,237301-0,Broca Aço Rápido 1/8,1,FER
63165,141039-0,Broca Aço Rápido 1/8 - HANSA,1,FER
63166,141034-0,"Broca Aço Rápido 1""",1,FER
63167,141087-0,Broca Aço Rápido 10mm - HANSA,1,FER
63168,51075-0,"Broca Aço Rápido TW100 10,50mm",1,FER
63169,141092-0,"Broca Aço Rápido 10,5mm",1,FER
63170,141097-0,Broca Aço Rápido 11mm - HT HANSA,1,FER
63171,141102-0,"Broca Aço Rápido 11,5mm",1,FER
63172,141042-0,Broca Aço Rápido 11/64 - HT HANSA,1,FER
63173,237312-0,"Broca Aço Rápido 12,00MM",1,FER
63174,141107-0,Broca Aço Rápido 12mm - HT HANSA,1,FER
63175,141112-0,"Broca Aço Rápido 12,50mm",1,FER
63176,141117-0,Broca Aço Rápido 13mm - HT HANSA,1,FER
63177,141118-0,"Broca Aço Rápido 13,50",1,FER
63178,141119-0,Broca Aço Rápido 14mm - HT HANSA,1,FER
63179,141045-0,"Broca Aço Rápido 13/64""",1,FER
63180,141122-0,"Broca Aço Rápido 15,50mm",1,FER
63181,141123-0,Broca Aço Rápido 16mm,1,FER
63182,141124-0,"Broca Aço Rápido 16,5mm",1,FER
63183,141125-0,Broca Aço Rápido 17mm,1,FER
63184,141126-0,"Broca Aço Rápido 18,50mm",1,FER
63185,141127-0,Broca Aço Rápido 18mm,1,FER
63186,141128-0,"Broca Aço Rápido 18,50mm",1,FER
63187,141129-0,"Broca Aço Rápido 19,5mm",1,FER
63188,141130-0,Broca Aço Rápido Longa 6 X 139mm,1,FER
63189,141131-0,Broca Aço Rápido 2mm - HANSA,1,FER
63190,141136-0,"Broca Aço Rápido 2,50mm - HANSA",1,FER
63191,141143-0,Broca Aço Rápido 21mm,1,FER
63192,141141-0,Broca Aço Rápido 20mm,1,FER
63193,141142-0,Broca Aço Rápido para Madeira 10 X 300,1,FER
63194,141145-0,"Broca Aço Rápido 22,00mm",1,FER
63195,141147-0,"Broca Aço Rápido 23,00mm",1,FER
63196,141149-0,Broca Aço Rápido 24mm,1,FER
63197,141151-0,Broca Aço Rápido 25mm,1,FER
63198,141152-0,Broca Aço Rápido 3mm - HT HANSA,1,FER
63199,141060-0,"Broca Aço Rápido 3/16 (Ref 33868, HANSATECNICA)",1,FER
63200,237310-0,"Broca Aço Rápido 3/16 (Ref A1543/16B, DORMER)",1,FER
63201,141062-0,"Broca Aço Rápido 3/4 (Ref 33867, HANSATECNICA)",1,FER
63202,141061-0,Broca Aço Rápido 3/32 - HT HANSA,1,FER
63203,141157-0,"Broca Aço Rápido 3,50mm - HT HANSA",1,FER
63204,141162-0,"Broca Aço Rápido 4,00mm - HANSA",1,FER
63205,141167-0,"Broca Aço Rápido 4,50mm - HANSA",1,FER
63206,141172-0,Broca Aço Rapido HT,1,FER
63207,237309-0,Broca Aço Rápido 5/16,1,FER
63208,141067-0,"Broca Aço Rápido 5/32 (Ref 33873, HANSATECNICA)",1,FER
63209,141177-0,"Broca Aço Rápido 5,50mm - HT HANSA",1,FER
63210,141069-0,"Broca Aço Rápido 5/8 (Ref 33875, HANSATECNICA)",1,FER
63211,141182-0,Broca Aço Rápido 6mm,1,FER
63212,237311-0,"Broca Aço Rápido 6,50MM",1,FER
63213,141192-0,Broca Aço Rápido 7mm - HT HANSA,1,FER
63214,141070-0,"Broca Aço Rápido 7/16 (Ref 33877, HANSATECNICA)",1,FER
63215,141194-0,"Broca Aço Rápido 7,20mm",1,FER
63216,141071-0,"Broca Aço Rápido 7/32 (Ref 33878, HANSATECNICA)",1,FER
63217,141073-0,Broca Aço Rápido 7/8 -HANSATECNICAS-33876,1,FER
63218,141202-0,Broca Aço Rápido 8mm,1,FER
63219,141207-0,"Broca Aço Rápido 8,50mm - HT HANSA",1,FER
63220,141212-0,Broca Aço Rápido 9mm,1,FER
63221,141074-0,Broca Aço Rápido HT,1,FER
63222,141076-0,Broca Aço Rápido 9/64 - HANSA,1,FER
63223,243707-0,"Broca Aço Rápido Titânio 4,00MM",1,FER
63224,118502-0,"Broca para Vidro e Porcelanato 12,00mm 80mm",1,FER
63225,118498-0,Broca para Vidro e Porcelanato 6mm,1,FER
63226,118500-0,Broca para Vidro e Porcelanato 8mm,1,FER
63227,256848-0,"Broca Aço Rápido 16,50mm",1,FER
63228,238879-0,"Broca Aço Rápido 17,00MM",1,FER
63229,30173-0,Broca SDS 14 X 340 Longa -18548,1,FER
63230,289497-0,Broca SDS 16x340 Longa,1,FER
63231,150470-0,Broca SDS Longa 25 X 550,1,FER
63232,289508-0,Broca SDS Longa 35 X 400,1,FER
63233,47785-0,Broca Sds Plus Longa 13 X 260 - HT HANSA,1,FER
63234,47824-0,Broca SDS Plus Longa 19 X 450,1,FER
63235,47839-0,"Broca SDS Plus Longa 25,0 X 450",1,FER
63236,47742-1,Broca Sds Plus 4 X 110 - HT HANSA 2627,1,FER
63237,47760-0,Broca Sds Plus 8 X 160 - HANSA 2636,1,FER
63238,47764-0,Broca Sds Plus Longa 8 X 450,1,FER
63239,32190-1,Cabeça Cortadora,1,FER
63240,180210-0,Cabo Comando 500V CONTROLE,1,ELE
63241,180138-0,Cabo Controle 1KV CONTROLE,1,ELE
63242,173597-0,"Cabo Força Tipo T Encaixe 3/4""",1,FER
63243,173600-0,Cabo T Soquete 3/8,1,FER
63244,142332-0,Cabo Solda 100V por SOLDA,1,FER
63245,142333-0,Cabo Solda 100V por SOLDA,1,FER
63246,142334-0,Cabo Solda 100V por SOLDA,1,FER
63247,142335-0,Cabo Solda 100V por SOLDA,1,FER
63248,255987-0,Cabo Transmissão Carga Tipo Chupeta 300A,1,AUT
63249,264776-0,Cabo Flex 750V FLEXSIL,1,ELE
63250,236132-0,Cabo Flex 750V FLEXSIL,1,ELE
63251,142015-0,Cabo Flex 750V FLEXSIL,1,ELE
63252,142012-0,Cabo Flex 750V FLEXSIL,1,ELE
63253,141923-0,Cabo Flexível 750V 200 Metros FLEXSIL,1,ELE
63254,142010-0,Cabo Flexível 750V 70gr FLEXSIL,1,ELE
63255,141952-0,Cabo Energia Pvc/cobre Flex Fase 100m 750V,1,ELE
63256,142127-0,Cabo Flexível 1kV HEPR SILNAX,1,ELE
63257,192620-0,Cabo Flexível 750V Pack 10 Metros FLEXSIL,1,ELE
63258,142124-0,Cabo Flexível 1kV HEPR SILNAX,1,ELE
63259,142187-0,Cabo Flexível 1kV HEPR SILNAX,1,ELE
63260,192579-0,Cabo Flexível 750V Pack 10 Metros FLEXSIL,1,ELE
63261,142131-0,Cabo Flexível 1kV HEPR SILNAX,1,ELE
63262,179915-0,Cabo Flexível 750V Pack 25 Metros FLEXSIL,1,ELE
63263,180499-0,Cabo Flexível 750V 15 Metros FLEXSIL,1,ELE
63264,141975-0,Cabo Flexível 750V 100 Metros FLEXSIL,1,ELE
63265,180047-0,Cabo Flexível 750V BWF 15 Metros FLEXSIL,1,ELE
63266,180513-0,Cabo Flexível 750V Pack 25 Metros FLEXSIL,1,ELE
63267,180515-0,Cabo Flexível 750V Pack 10 Metros FLEXSIL,1,ELE
63268,142155-0,Cabo Flexível 500V PP Tetrapolar SILFLEX,1,ELE
63269,142135-0,Cabo Flexível 500V PP Tripolar SILFLEX,1,ELE
63270,141985-0,Cabo Flexível 750V 70gr FLEXSIL,1,ELE
63271,180530-0,Cabo Flexível 750V Pack 10 Metros FLEXSIL,1,ELE
63272,180527-0,Cabo Flexível 750V Pack 25 Metros FLEXSIL,1,ELE
63273,141994-0,Cabo Energia Pvc/cobre Flex Neutro 100m 750V,1,ELE
63274,141990-0,Cabo Flexível 750V 100 Metros FLEXSIL,1,ELE
63275,141967-0,Cabo Flexível 750V FLEXSIL,1,ELE
63276,141959-0,Cabo Flexível 750V 70gr FLEXSIL,1,ELE
63277,142219-0,Cabo Flexível 300V Paralelo Flexível PARALELO,1,ELE
63278,142199-0,Cabo Flexível HEPR 1kV SILNAX,1,ELE
63279,142200-0,Cabo Flexível HEPR 1kV SILNAX,1,ELE
63280,180222-0,Cabo Flexível HEPR 1KV 90gr FLEXONAX,1,ELE
63281,180273-0,Cabo Flexível HEPR 1KV 90gr FLEXONAX,1,ELE
63282,142195-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63283,142128-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63284,142113-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63285,142189-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63286,142158-0,Cabo Flexível PP 500V SILFLEX,1,ELE
63287,142152-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63288,142176-0,Cabo Flexível 1kV HEPR Bipolar SILFLEX,1,ELE
63289,142178-0,Cabo Flexível 1kV HEPR Bipolar SILFLEX,1,ELE
63290,142159-0,Cabo Flexível 1kV HEPR Tetrapolar SILNAX,1,ELE
63291,142160-0,Cabo Flexível 1kV HEPR Tetrapolar SILNAX,1,ELE
63292,142166-0,Cabo Flexível 1kV HEPR Tetrapolar SILNAX,1,ELE
63293,142161-0,Cabo Flexível 1kV HEPR Tetrapolar SILNAX,1,ELE
63294,142162-0,Cabo Flexível 1kV HEPR Tetrapolar SILNAX,1,ELE
63295,142139-0,Cabo Flexível 1kV HEPR Tripolar SILNAX,1,ELE
63296,142141-0,Cabo Flexível 1kV HEPR Tripolar SILNAX,1,ELE
63297,142142-0,Cabo Flexível 1kV HEPR Tripolar SILNAX,1,ELE
63298,142173-0,Cabo Flexível 500V PP Bipolar SILFLEX,1,ELE
63299,142172-0,Cabo Flexível 500V PP Bipolar SILFLEX,1,ELE
63300,142156-0,Cabo Flexível 500V PP Tetrapolar SILFLEX,1,ELE
63301,180314-0,Cabo Flexível HEPR 1KV 90gr FLEXONAX,1,ELE
63302,142136-0,Cabo Flexível 500V PP Tripolar SILFLEX,1,ELE
63303,180340-0,Cabo Flexível HEPR 1KV 90gr FLEXONAX,1,ELE
63304,142165-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63305,142143-0,Cabo Flexível HEPR 90º 1kV SILNAX,1,ELE
63306,180337-0,Cabo Flexível HEPR 1KV 90gr FLEXONAX,1,ELE
63307,194793-0,Cabo Flexível PP 500V Pentapolar SILFLEX,1,ELE
63308,196084-0,Cabo Flexível PP 500V SILFLEX,1,ELE
63309,141997-0,Cabo Flexível 750V FLEXSIL,1,ELE
63310,246381-0,Cabo Flexível HEPR 1KV 90gr NAMBEINAX,1,ELE
63311,141993-0,Cabo Flexível 750V FLEXSIL,1,ELE
63312,141927-0,Cabo Flexível 750V 70gr FLEXSIL,1,ELE
63313,141971-0,Cabo Flexível 750V 70gr FLEXSIL,1,ELE
63314,300822-0,Cabo Flexível HEPR 1Kv 90gr SILNAX,1,ELE
63315,142119-0,Cabo Flexível HEPR 1Kv 90gr SILNAX,1,ELE
63316,13514-0,Cabo T Soquete,1,FER
63317,272003-0,Cabo T Deslizante Articulado Chave Soquete Hexagonal 952,1,FER
63318,195406-0,Cabo T Deslizante Articulado Chave Soquete Hexagonal 952,1,FER
63319,272000-0,Cabo T Deslizante Articulado Chave Soquete Hexagonal 952,1,FER
63320,272004-0,Cabo T Deslizante Articulado Chave Soquete Hexagonal 952,1,FER
63321,272002-0,Cabo T Deslizante Articulado Chave Soquete Hexagonal 952,1,FER
63322,272001-0,Cabo T Deslizante Articulado Chave Soquete Hexagonal 952,1,FER
63323,271956-0,Cabo T Deslizante Chave Hexagonal 951,1,FER
63324,271958-0,Cabo T Deslizante Chave Hexagonal 951,1,FER
63325,271959-0,Cabo T Deslizante Chave Hexagonal 951,1,FER
63326,173590-0,Cabo T Soquete 1/2 250mm,1,FER
63327,173594-0,Cabo T Soquete 1/4 105mm,1,FER
63328,173598-0,Cabo Força,1,FER
63329,257854-0,Cadeado em Latão com Haste Longa 30 X 70 mm,1,FER
63330,24052-0,Cadeado Haste Longa,1,
63331,206584-0,Cadeado Latão 50mm com 2 Chaves Tetra SM,1,FER
63332,177310-0,Cadeado 20 mm,1,FER
63333,7032-0,Cadeado Latão 20mm,1,
63334,130345-0,Cadeado em Latão Vemelho 20 mm -51016410,1,FER
63335,7033-0,Cadeado e 25,1,FER
63336,7034-0,Cadeado e 30,1,FER
63337,177320-0,Cadeado 35 mm,1,FER
63338,7035-0,Cadeado e 35,1,FER
63339,66465-0,Cadeado e 40,1,FER
63340,7036-0,Cadeado e 45,1,FER
63341,177323-0,Cadeado 50 mm,1,FER
63342,73999-0,Cadeado,1,FER
63343,295634-0,Caixa para Ferramentas 12'' 31.5x17x13cm -11593911,1,FER
63344,295637-0,Caixa para Ferramentas 14'' 36.0x19x17cm -11594111,1,FER
63345,7021-0,Caixa de Ferramentas com 3 Gavetas N. 340 - N. 04,1,FER
63346,59667-0,Caixa de Ferramentas com 3 Gavetas N. 350 - N. 05,1,FER
63347,34277-0,Caixa de Ferramentas Azul com 5 Gavetas - 550,1,FER
63348,105150-0,Caixa de Ferramentas Sanfonada Móvel com Rodas 5 Gaveta,1,FER
63349,72822-0,Caixa de Ferramentas com 7 Gavetas N. 507F/750 N.07,1,FER
63350,312459-0,Caixa para Ferramentas Tipo Gabinete 3 Gavetas com 213 Peças -ST09512U,1,FER
63351,105149-0,Caixa de Ferramentas Sanfonada Móvel N507,1,FER
63352,173601-0,Caixa de Ferramentas Plástica 15,1,FER
63353,173603-0,Caixa de Ferramentas Plástica 18,1,FER
63354,173604-0,Caixa de Ferramentas Plástica 21,1,FER
63355,12536-1,Caixa Tipo Sanfona sem Ferramentas 5 Gavetas - 001.007,1,FER
63356,179169-0,Caixa de Ferramentas com 5 Gavetas N. 550R Industrial,1,FER
63357,173605-0,Caixa de Ferramentas Plástica Sanfonada 17,1,FER
63358,126368-0,"Calibre de Folga em Lâmina 300X13X0,05MM",1,AUT
63359,128182-0,Calibre de Folga 5–100 mm 8 Lâminas - 050.470,1,AUT
63360,136855-0,"Calibre de Rosca 0,25–6 mm 52 Lâminas - 050.479",1,AUT
63361,178017-0,Braço para Chuveiro Branco: Praticidade e Estilo para o Seu Banheiro,1,HID
63362,294855-0,Carretel Retrátil para Óleo com 15 Metros Mangueira 1/2'' -60850,1,AUT
63363,293660-0,"Carretel Aberto com Retração Automática e Mangueira 1"" 15 Metros para Óleo Diesel -8438",1,AUT
63364,249411-0,Carretel Retrátil com Mangueira para Ar 15 Metros,1,AUT
63365,59965-0,Carro para Ferramentas 4 Gavetas - 001.042,1,AUT
63366,132596-0,Carrinho de Mão Extraforte Caçamba 65 Litros Metálica Reforçada,1,CON
63367,56485-0,Carro Armazém 400kg - TM3,1,MOV
63368,295676-0,Carrinho para Ferramentas 1 Gaveta e Armário CG 870,1,AUT
63369,173613-0,Carro para Ferramentas 2 Gavetas Gabinete,1,AUT
63370,327658-0,Carro para Ferramentas 4 Bandejas Gabinete,1,AUT
63371,332102-0,Carro para Ferramentas com 5 Gavetas Preto -ST95112G-B,1,AUT
63372,32839-1,Carro para Ferramentas Tanto 3000 - 001.410,1,AUT
63373,173614-0,Carro para Ferramentas 4 Gavetas Gabinete,1,AUT
63374,66695-0,Carro Armazém 180kg - TMA,1,MOV
63375,247230-0,Esteira para Mecânico com Encosto e Porta Ferramentas,1,AUT
63376,28979-1,Esteira com Encosto para Mecânico,1,AUT
63377,173626-0,Catraca Cabo 3/8,1,FER
63378,258442-0,Cavadeira Articulada Cabo Madeira (TRAMONTINA),1,
63379,138782-0,Cavadeira Articulada 77568/813 Vermelha,1,
63380,259494-0,Cavadeira Reta Metálica Cabo 120m,1,
63381,173631-0,Chave Ajustável 10,1,FER
63382,173632-0,Chave Ajustável 12,1,FER
63383,173633-0,Chave Ajustável 15,1,FER
63384,173634-0,Chave Ajustável 18,1,FER
63385,173635-0,Chave Ajustável 24,1,FER
63386,173636-0,Chave Ajustável 4,1,FER
63387,173637-0,Chave Ajustável 6,1,FER
63388,173638-0,Chave Ajustável 8,1,FER
63389,282880-0,"Chave Ajustável Isolada 8"" 1000V VDE",1,FER
63390,246047-0,Chave Ajustável VDE 10 Pol,1,FER
63391,283767-0,"Chave Ajustável Isolada 6"" 1000V VDE",1,FER
63392,307516-0,"Chave Hexagonal Curta 5/8""",1,FER
63393,14004-1,Chave Biela 25B 10 mm - 025.001,1,FER
63394,14006-0,Chave Biela 25B 11 mm - 025.002,1,FER
63395,14008-0,Chave Biela 25B 12 mm - 025.003,1,FER
63396,14010-1,Chave Biela 25B 13 mm - 025.004,1,FER
63397,14012-1,Chave Biela 25B 14 mm - 025.005,1,FER
63398,14014-1,Chave Biela 25B 15 mm - 025.006,1,FER
63399,14016-0,Chave Biela 25B 16 mm - 025.007,1,FER
63400,14018-0,Chave Biela 25B 17 mm - 025.008,1,FER
63401,14020-1,Chave Biela 25B 18 mm - 025.009,1,FER
63402,14021-0,Chave Biela 25B 19 mm - 025.010,1,FER
63403,14003-0,Chave Biela 25B 8 mm - 025.000,1,FER
63404,14099-0,"Chave Canhão Blue 1/2"" - 027.300",1,FER
63405,267544-0,Chave Cabeça Dupla Fenda Cabo N X 2 x 6mm,1,FER
63406,14093-1,"Chave Canhão Blue 1/4"" - 027.240",1,FER
63407,319333-0,"Chave Canhão VDE 10MM (3/8""x5"")",1,FER
63408,173639-0,Chave Canhão 10 X 75 mm,1,FER
63409,319332-0,"Chave Canhão VDE 11MM (7/16""x5"")",1,FER
63410,173640-0,Chave Canhão 11 X 75 mm,1,FER
63411,173641-0,Chave Canhão 12 X 75 mm,1,FER
63412,30235-0,Chave Canhão 13 mm,1,FER
63413,14091-1,"Chave Canhão Blue 3/16"" - 027.220",1,FER
63414,14078-0,Chave Canhão Blue 3 mm - 027.010,1,FER
63415,30226-0,Chave Canhão 4 mm,1,FER
63416,14079-0,Chave Canhão Blue 4 mm - 027.020,1,FER
63417,14080-0,Chave Canhão Blue 5 mm - 027.030,1,FER
63418,173642-0,Chave Canhão 5 X 75 mm,1,FER
63419,14081-1,Chave Canhão Blue 6 mm - 027.040,1,FER
63420,319337-0,"Chave Canhão VDE 6MM (1/4""x5"")",1,FER
63421,173643-0,Chave Canhão 6 X 75 mm,1,FER
63422,319336-0,"Chave Canhão VDE 7MM (9/32""x5"")",1,FER
63423,173644-0,Chave Canhão 7 X 75 mm,1,FER
63424,332761-0,"Chave Canhão PVC 7MM (9/32""x5"")",1,FER
63425,319335-0,"Chave Canhão VDE 8MM (5/16""x5"")",1,FER
63426,173645-0,Chave Canhão 8 X 75 mm,1,FER
63427,332762-0,"Chave Canhão PVC 9MM (11/32""x5"")",1,FER
63428,173646-0,Chave Canhão 9 X 75 mm,1,FER
63429,271937-0,Chave Canhão T Longa Cabo Deslizante 949,1,FER
63430,271938-0,Chave Canhão T Longa Cabo Deslizante 949,1,FER
63431,271946-0,Chave Canhão T Cabo Deslizante 950,1,FER
63432,271947-0,Chave Canhão T Cabo Deslizante 950,1,FER
63433,271948-0,Chave Canhão T Cabo Deslizante 950,1,FER
63434,271939-0,Chave Canhão T Longa Cabo Deslizante 949,1,FER
63435,271949-0,Chave Canhão T Cabo Deslizante 950,1,FER
63436,271950-0,Chave Canhão T Cabo Deslizante 950,1,FER
63437,271951-0,Chave Canhão T Cabo Deslizante 950,1,FER
63438,271941-0,Chave Canhão T Cabo Deslizante 950,1,FER
63439,271942-0,Chave Canhão T Cabo Deslizante 950,1,FER
63440,271943-0,Chave Canhão T Cabo Deslizante 950,1,FER
63441,173627-0,Catraca Cabeça Redonda 3/8,1,FER
63442,173618-0,Catraca Cabeça Redonda 1/2,1,FER
63443,173619-0,Catraca Curta 1/2,1,FER
63444,172942-0,Catraca P/soquete Reversivel 1/2,1,FER
63445,283680-0,"Chave Catraca Reversível com Encaixe de 1/2""",1,FER
63446,21827-0,Catraca P/soquete 1/2,1,FER
